,ID_PRODUCTO,CODIGOPRINCIPAL,NOMBRE,PRECIOSINIVA,STOCK,BODEGA,CATEGORIA,COD_AUXILIAR,PESO,TIPO_SOLUCIONES,CONTROL_SERIES,SUBCATEGORIA,UNIDAD_MEDIDA,MARCA,MODELO,COSTO,ESTADO
2959,166084,0003213,ESTUCHE DISEÃ‘O PROTECC COCO FLAMINGO HW MATE 20 LITE,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3213,0,,NO,,UNIDAD,,,0.0,ACTIVO
2960,166291,0003420,ESTUCHE DISEÃ‘O PROTECC COCO FLAMINGO HW P30 LITE,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3420,0,,NO,,UNIDAD,,,0.0,ACTIVO
2961,166435,0003457,ESTUCHE DISEÃ‘O PROTECC COCO FLAMINGO HW Y6 2019,10.714286,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3457,0,,NO,,UNIDAD,,,2.5,ACTIVO
2962,166436,0003454,ESTUCHE DISEÃ‘O PROTECC CORAZON HW Y6 2019 ROJO,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3454,0,,NO,,UNIDAD,,,0.0,ACTIVO
2963,166085,0003211,ESTUCHE DISEÃ‘O PROTECC FLOR HW MATE 20 LITE ROJO,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3211,0,,NO,,UNIDAD,,,0.0,ACTIVO
2964,166437,0003455,ESTUCHE DISEÃ‘O PROTECC FLOR HW Y6 2019 ROJO,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3455,0,,NO,,UNIDAD,,,0.0,ACTIVO
2965,166086,0003210,ESTUCHE DISEÃ‘O PROTECC GATO HW MATE 20 LITE,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3210,0,,NO,,UNIDAD,,,0.0,ACTIVO
2966,166292,0003418,ESTUCHE DISEÃ‘O PROTECC GATO HW P30 LITE VERDE,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3418,0,,NO,,UNIDAD,,,0.0,ACTIVO
2967,166438,0003450,ESTUCHE DISEÃ‘O PROTECC GATO HW Y6 2019 VERDE,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3450,0,,NO,,UNIDAD,,,0.0,ACTIVO
2968,166293,0003419,ESTUCHE DISEÃ‘O PROTECC HOJA HW P30 LITE ROSA,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3419,0,,NO,,UNIDAD,,,0.0,ACTIVO
2969,166439,0003453,ESTUCHE DISEÃ‘O PROTECC HOJA HW Y6 2019 ROSA,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3453,0,,NO,,UNIDAD,,,0.0,ACTIVO
2970,166087,0003214,ESTUCHE DISEÃ‘O PROTECC HOJAS HW MATE 20 LITE ROSA,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3214,0,,NO,,UNIDAD,,,0.0,ACTIVO
2971,166088,0003207,ESTUCHE DISEÃ‘O PROTECC MARIPOSA HW MATE 20 LITE,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3207,0,,NO,,UNIDAD,,,0.0,ACTIVO
2972,166294,0003421,ESTUCHE DISEÃ‘O PROTECC MARIPOSA HW P30 LITE AMARILLO,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3421,0,,NO,,UNIDAD,,,3.0,ACTIVO
2973,166440,0003449,ESTUCHE DISEÃ‘O PROTECC MARIPOSA HW Y6 2019 AMARILLO,10.714286,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3449,0,,NO,,UNIDAD,,,2.5,ACTIVO
2974,166089,0003206,ESTUCHE DISEÃ‘O PROTECC RAMO FLORES HW MATE 20 LITE,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3206,0,,NO,,UNIDAD,,,0.0,ACTIVO
2975,166441,0003451,ESTUCHE DISEÃ‘O PROTECC RAMO FLORES HW Y6 2019,10.714286,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3451,0,,NO,,UNIDAD,,,2.5,ACTIVO
2976,166090,0003208,ESTUCHE DISEÃ‘O PROTECC TORRE HW MATE 20 LITE,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3208,0,,NO,,UNIDAD,,,0.0,ACTIVO
2977,166091,0003212,ESTUCHE DISEÃ‘O PROTECC TORRE HW MATE 20 LITE NEGRO,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3212,0,,NO,,UNIDAD,,,0.0,ACTIVO
2978,166295,0003423,ESTUCHE DISEÃ‘O PROTECC TORRE HW P30 LITE LILA,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3423,0,,NO,,UNIDAD,,,0.0,ACTIVO
2979,166442,0003456,ESTUCHE DISEÃ‘O PROTECC TORRE HW Y6 2019 NEGRO,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3456,0,,NO,,UNIDAD,,,0.0,ACTIVO
2980,168411,0005559,ESTUCHE DISEÃ‘O PROTECCION CARROS SAM A7 2016,10.71,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5559,0,,NO,,UNIDAD,,,0.0,ACTIVO
2981,168542,0005448,ESTUCHE DISEÃ‘O PROTECCION CARROS SAM J1 MINI,8.93,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5448,0,,NO,,UNIDAD,,,0.0,ACTIVO
2982,168135,0006203,ESTUCHE DISEÃ‘O PROTECCION CORAZON SAM A20 ROJO,13.39,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),6203,0,,NO,,UNIDAD,,,0.0,ACTIVO
2983,168211,0005519,ESTUCHE DISEÃ‘O PROTECCION CORAZON SAM A3 2016,10.71,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5519,0,,NO,,UNIDAD,,,0.0,ACTIVO
2984,168543,0005447,ESTUCHE DISEÃ‘O PROTECCION CORAZON SAM J1 MINI,8.93,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5447,0,,NO,,UNIDAD,,,0.0,ACTIVO
2985,166187,0003404,ESTUCHE DISEÃ‘O PROTECCION FLOR HW P SMART 2019 CELESTE,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3404,0,,NO,,UNIDAD,,,0.0,ACTIVO
2986,168136,0006205,ESTUCHE DISEÃ‘O PROTECCION FLOR SAM A20 ROJO,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),6205,0,,NO,,UNIDAD,,,0.0,ACTIVO
2987,168235,0005687,ESTUCHE DISEÃ‘O PROTECCION GATO SAM A30 VERDE,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5687,0,,NO,,UNIDAD,,,0.0,ACTIVO
2988,168334,0005767,ESTUCHE DISEÃ‘O PROTECCION GATO SAM A50 VERDE,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5767,0,,NO,,UNIDAD,,,0.0,ACTIVO
2989,166464,0003446,ESTUCHE DISEÃ‘O PROTECCION HUAWEI Y7 2019 PLOMO,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),0003446,0,,NO,,UND,,,3.0,ACTIVO
2990,168236,0005686,ESTUCHE DISEÃ‘O PROTECCION MARIPOSA SAM A30 AMARILLO,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5686,0,,NO,,UNIDAD,,,0.0,ACTIVO
2991,229523,ES06658,ESTUCHE DISEÃ‘O PROTECCION PARIS HW Y6 2019,13.392857,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),ES06658,0,,NO,,UNIDAD,,,3.5,ACTIVO
2992,166188,0003402,ESTUCHE DISEÃ‘O PROTECCION PLUMAS HW P SMART 2019 MENTA,13.39,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3402,0,,NO,,UNIDAD,,,0.0,ACTIVO
2993,166189,0003403,ESTUCHE DISEÃ‘O PROTECCION PLUMAS HW P SMART 2019 ROSA,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3403,0,,NO,,UNIDAD,,,0.0,ACTIVO
2994,168237,0005685,ESTUCHE DISEÃ‘O PROTECCION PLUMAS SAM A30 MENTA,13.39,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5685,0,,NO,,UNIDAD,,,0.0,ACTIVO
2995,168137,0006204,ESTUCHE DISEÃ‘O PROTECCION PLUMAS SAM M20 ROSA,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),6204,0,,NO,,UNIDAD,,,0.0,ACTIVO
2996,168238,0005689,ESTUCHE DISEÃ‘O PROTECCION RAMO SAM A30 LILA,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5689,0,,NO,,UNIDAD,,,0.0,ACTIVO
2997,168239,0005688,ESTUCHE DISEÃ‘O PROTECCION SUMMER SAM A30 CAFE,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5688,0,,NO,,UNIDAD,,,0.0,ACTIVO
2998,166955,0002697,ESTUCHE DISEÃ‘O PROTECCION TORRE IPHONE 6 / 6 PLUS LILA,8.89,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),2697,0,,NO,,UNIDAD,,,0.0,ACTIVO
2999,167111,0002574,ESTUCHE DISEÃ‘O PROTECCION TORRE IPHONE 7/8,8.93,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),2574,0,,NO,,UNIDAD,,,0.0,ACTIVO
3000,168212,0005518,ESTUCHE DISEÃ‘O PROTECCION TORRE SAM A3 2016,10.71,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5518,0,,NO,,UNIDAD,,,0.0,ACTIVO
3001,168138,0006206,ESTUCHE DISEÃ‘O PROTECCION TRIVAL SAM A20 FUCSIA,13.39,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),6206,0,,NO,,UNIDAD,,,0.0,ACTIVO
3002,167479,0013551,ESTUCHE DISEÃ‘O RELOJ PARIS IPHONE X/XS,8.93,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),13551,0,,NO,,UNIDAD,,,0.0,ACTIVO
3003,168455,0013534,ESTUCHE DISEÃ‘O SAM A70 MESSI,13.39,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),13534,0,,NO,,UNIDAD,,,0.0,ACTIVO
3004,168103,0013270,ESTUCHE DISEÃ‘O SAMSUNG A10S NEGRO,11.160714,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),0013270,0,,NO,,UNIDAD,,,2.05,ACTIVO
3005,169263,0005902,ESTUCHE DISEÃ‘O SILICON ATRAPA SUEÃ‘OS SAMSUNG S8 PLUS,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5902,0,,NO,,UNIDAD,,,0.0,ACTIVO
3006,166346,0003272,ESTUCHE DISEÃ‘O SILICON BRILLO HW P8 LITE PLATA,10.71,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3272,0,,NO,,UNIDAD,,,0.0,ACTIVO
3007,166347,0003274,ESTUCHE DISEÃ‘O SILICON BRILLO HW P8 LITE ROSA,10.71,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3274,0,,NO,,UNIDAD,,,0.0,ACTIVO
3008,168748,0005742,ESTUCHE DISEÃ‘O SILICON CORAZON COLOR SAM J7 2015,8.93,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5742,0,,NO,,UNIDAD,,,0.0,ACTIVO
3009,168749,0005743,ESTUCHE DISEÃ‘O SILICON CORAZON SAM J7 2015 FUCSIA,8.93,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5743,0,,NO,,UNIDAD,,,0.0,ACTIVO
3010,168750,0005745,ESTUCHE DISEÃ‘O SILICON FLORES SAM J7 2015,8.93,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5745,0,,NO,,UNIDAD,,,0.0,ACTIVO
3011,169312,0005943,ESTUCHE DISEÃ‘O SILICON FLORES SAMSUNG S9 CELESTE,15.62,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5943,0,,NO,,UNIDAD,,,0.0,ACTIVO
3012,169359,0005979,ESTUCHE DISEÃ‘O SILICON FLORES SAMSUNG S9 PLUS CELESTE,15.62,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5979,0,,NO,,UNIDAD,,,0.0,ACTIVO
3013,169313,0005944,ESTUCHE DISEÃ‘O SILICON HOJAS SAMSUNG S9 VERDE,15.62,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5944,0,,NO,,UNIDAD,,,0.0,ACTIVO
3014,169360,0005978,ESTUCHE DISEÃ‘O SILICON LAZO SAMSUNG S9 PLUS ROSA,15.62,0,B. X LEVEL L28,ESTUCHES X-LEVEL (TELEFONOS),5978,0,,NO,,UNIDAD,,,0.0,ACTIVO
3015,169314,0005945,ESTUCHE DISEÃ‘O SILICON LAZO SAMSUNG S9 ROSA,15.62,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5945,0,,NO,,UNIDAD,,,0.0,ACTIVO
3016,168751,0005744,ESTUCHE DISEÃ‘O SILICON LENTES SAM J7 2015,8.93,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5744,0,,NO,,UNIDAD,,,0.0,ACTIVO
3017,169264,0005901,ESTUCHE DISEÃ‘O SILICON UNICORNIO SAMSUNG S8 PLUS,13.39,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5901,0,,NO,,UNIDAD,,,0.0,ACTIVO
3018,167480,0013547,ESTUCHE DISEÃ‘O SUPER MOM IPHONE X/XS,8.93,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),13547,0,,NO,,UNIDAD,,,0.0,ACTIVO
3019,167481,0013552,ESTUCHE DISEÃ‘O TELEPHONE IPHONE X/XS,8.93,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),13552,0,,NO,,UNIDAD,,,0.0,ACTIVO
3020,167264,0002693,ESTUCHE DISEÃ‘O THINCASE IPHONE 7/8 PLUS NEGRO,8.92,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),2693,0,,NO,,UNIDAD,,,0.0,ACTIVO
3021,169265,0005906,ESTUCHE DISEÃ‘O THINCASE PLUMAS SAMSUNG S8 PLUS,17.86,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5906,0,,NO,,UNIDAD,,,0.0,ACTIVO
3022,169221,0005848,ESTUCHE DISEÃ‘O THINCASE SAM S8 NEGRO,15.62,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5848,0,,NO,,UNIDAD,,,0.0,ACTIVO
3023,169266,0005904,ESTUCHE DISEÃ‘O THINCASE SAMSUNG S8 PLUS NEGRO,17.86,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5904,0,,NO,,UNIDAD,,,0.0,ACTIVO
3024,169267,0005905,ESTUCHE DISEÃ‘O THINCASE SAMSUNG S8 PLUS ROJO,17.86,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5905,0,,NO,,UNIDAD,,,0.0,ACTIVO
3025,166831,0002440,ESTUCHE DISEÃ‘O THINCASE SILICONE IPHONE 6 / 6S,8.93,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),2440,0,,NO,,UNIDAD,,,2.678,ACTIVO
3026,167641,0013501,ESTUCHE DISEÃ‘O TORNASOL IPHONE XR,10.71,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),13501,0,,NO,,UNIDAD,,,0.0,ACTIVO
3027,167642,0013500,ESTUCHE DISEÃ‘O TORNASOL IPHONE XR,10.71,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),13500,0,,NO,,UNIDAD,,,0.0,ACTIVO
3028,169639,0021099,ESTUCHE DISEÃ‘O TORRE MI 9 LITE/MI A3 LITE,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),21099,0,,NO,,UNIDAD,,,0.0,ACTIVO
3029,169132,0011165,ESTUCHE DISEÃ‘O TORRE SAM S5 ROSA,8.93,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),11165,0,,NO,,UNIDAD,,,0.0,ACTIVO
3030,167482,0013553,ESTUCHE DISEÃ‘O TREN IPHONE X/XS,8.93,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),13553,0,,NO,,UNIDAD,,,0.0,ACTIVO
3031,169133,0011164,ESTUCHE DISEÃ‘O TWO ONE SAM S5,8.93,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),11164,0,,NO,,UNIDAD,,,0.0,ACTIVO
3032,167483,0002888,ESTUCHE DISEÃ‘O UNIVERSO IPHONE X/XS,8.93,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),2888,0,,NO,,UNIDAD,,,0.0,ACTIVO
3033,1221552,ES08686,ESTUCHE DISEÃ‘O VARIAS REFERENCIAS,3.392857,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),ES08686,0,,NO,GENERICOS,UNIDAD,,,2.75,ACTIVO
3034,169593,0003526,ESTUCHE DISEÃ‘O XIAOMI MI 6X/MI A2/NOTE 5 PRO,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),3526,0,,NO,,UNIDAD,,,0.0,ACTIVO
3035,1500479,ESX00164,ESTUCHE DISENO IPHONE XS MAX LADRILLO,8.93,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),ESX00164,0,,NO,,UNIDAD,,,0.0,ACTIVO
3036,1500526,ESX00173,ESTUCHE DISENO THE NORTH FACE IPHONE 13,15.18,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),ESX00173,0,,NO,,UNIDAD,,,4.02,ACTIVO
3037,466636,6957330314595,ESTUCHE DYNAMIC XIAOMI NOTE 9/10X NEGRO,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),6957330314595,0,,NO,DYNAMIC SERIES,UND,,,6.28,ACTIVO
3038,167484,6957330306514,ESTUCHE ENJOY CARD AZUL IPHONE X/XS,16.964286,2,B. X LEVEL L28,ESTUCHES X-LEVEL (TELEFONOS),6957330306514,0,,NO,,UND,,,0.0,ACTIVO
3039,166832,6957330306354,ESTUCHE ENJOY CARD IPHONE 6 / 6S AZUL,15.178571,1,B. X LEVEL L28,ESTUCHES X-LEVEL (TELEFONOS),6957330306354,0,,NO,,UNIDAD,,,0.0,ACTIVO
3040,166833,6957330306361,ESTUCHE ENJOY CARD IPHONE 6 / 6S PLATA,15.178571,1,B. X LEVEL L28,ESTUCHES X-LEVEL (TELEFONOS),6957330306361,0,,NO,,UNIDAD,,,0.0,ACTIVO
3041,166834,6957330306378,ESTUCHE ENJOY CARD IPHONE 6 / 6S ROJO,15.178571,1,B. X LEVEL L28,ESTUCHES X-LEVEL (TELEFONOS),6957330306378,0,,NO,,UNIDAD,,,0.0,ACTIVO
3042,167112,6957330306439,ESTUCHE ENJOY CARD IPHONE 7 / 8 AZUL,15.178571,1,B. X LEVEL L28,ESTUCHES X-LEVEL (TELEFONOS),6957330306439,0,,NO,,UNIDAD,,,0.0,ACTIVO
3043,167113,6957330306446,ESTUCHE ENJOY CARD IPHONE 7 / 8 PLATA,15.178571,1,B. X LEVEL L28,ESTUCHES X-LEVEL (TELEFONOS),6957330306446,0,,NO,,UNIDAD,,,0.0,ACTIVO
3044,167114,6957330306453,ESTUCHE ENJOY CARD IPHONE 7 / 8 ROJO,15.178571,1,B. X LEVEL L28,ESTUCHES X-LEVEL (TELEFONOS),6957330306453,0,,NO,,UNIDAD,,,0.0,ACTIVO
3045,167485,6957330306521,ESTUCHE ENJOY CARD PLATA IPHONE X/XS,16.964286,2,B. X LEVEL L28,ESTUCHES X-LEVEL (TELEFONOS),6957330306521,0,,NO,,UND,,,0.0,ACTIVO
3046,167486,6957330306538,ESTUCHE ENJOY CARD ROJO IPH X/XS,16.964286,2,B. X LEVEL L28,ESTUCHES X-LEVEL (TELEFONOS),6957330306538,0,,NO,,UND,,,0.0,ACTIVO
3047,169222,6957330306552,ESTUCHE ENJOY CARD SAMSUNG S8 AZUL,16.96,1,B. X LEVEL L28,ESTUCHES X-LEVEL (TELEFONOS),6957330306552,0,,NO,,UNIDAD,,,0.0,ACTIVO
3048,169223,6957330306569,ESTUCHE ENJOY CARD SAMSUNG S8 PLATA,16.96,1,B. X LEVEL L28,ESTUCHES X-LEVEL (TELEFONOS),6957330306569,0,,NO,,UNIDAD,,,0.0,ACTIVO
3049,169268,6957330306590,ESTUCHE ENJOY CARD SAMSUNG S8 PLUS AZUL,16.96,1,B. X LEVEL L28,ESTUCHES X-LEVEL (TELEFONOS),6957330306590,0,,NO,,UNIDAD,,,0.0,ACTIVO
3050,169269,6957330306606,ESTUCHE ENJOY CARD SAMSUNG S8 PLUS PLATA,16.96,1,B. X LEVEL L28,ESTUCHES X-LEVEL (TELEFONOS),6957330306606,0,,NO,,UNIDAD,,,0.0,ACTIVO
3051,169270,6957330306613,ESTUCHE ENJOY CARD SAMSUNG S8 PLUS ROJO,16.96,0,B. X LEVEL L28,ESTUCHES X-LEVEL (TELEFONOS),6957330306613,0,,NO,,UNIDAD,,,0.0,ACTIVO
3052,169224,6957330306576,ESTUCHE ENJOY CARD SAMSUNG S8 ROJO,16.96,1,B. X LEVEL L28,ESTUCHES X-LEVEL (TELEFONOS),6957330306576,0,,NO,,UNIDAD,,,0.0,ACTIVO
3053,166636,13493,ESTUCHE ESCARCHADO IPHONE 11 PRO ROJO,12.05,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),13493,0,,NO,,UNIDAD,,,0.0,ACTIVO
3054,166637,0013494,ESTUCHE ESCARCHADO IPHONE 11 PRO VERDE,12.05,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),13494,0,,NO,,UNIDAD,,,0.0,ACTIVO
3055,167910,0005342,ESTUCHE FASHION CASE LG K10 2017 AZUL,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5342,0,,NO,,UNIDAD,,,0.0,ACTIVO
3056,167911,0005340,ESTUCHE FASHION CASE LG K10 2017 DORADO,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5340,0,,NO,,UNIDAD,,,0.0,ACTIVO
3057,167912,0005341,ESTUCHE FASHION CASE LG K10 2017 NEGRO,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5341,0,,NO,,UNIDAD,,,0.0,ACTIVO
3058,167913,0005343,ESTUCHE FASHION CASE LG K10 2017 PLOMO,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5343,0,,NO,,UNIDAD,,,0.0,ACTIVO
3059,167914,0005344,ESTUCHE FASHION CASE LG K10 2017 ROJO,13.39,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5344,0,,NO,,UNIDAD,,,0.0,ACTIVO
3060,167361,0002588,ESTUCHE FASHION PROTECCION IPHONE 7/8 AZUL,12.05,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),2588,0,,NO,,UNIDAD,,,0.0,ACTIVO
3061,167362,0002587,ESTUCHE FASHION PROTECCION IPHONE 7/8 DORADO,12.05,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),2587,0,,NO,,UNIDAD,,,0.0,ACTIVO
3062,167020,0002582,ESTUCHE FASHION PROTECCION IPHONE 7/8 DORADO,12.05,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),2582,0,,NO,,UNIDAD,,,0.0,ACTIVO
3063,167363,0002586,ESTUCHE FASHION PROTECCION IPHONE 7/8 PLOMO,12.05,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),2586,0,,NO,,UNIDAD,,,0.0,ACTIVO
3064,167021,0002583,ESTUCHE FASHION PROTECCION IPHONE 7/8 PLOMO,12.05,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),2583,0,,NO,,UNIDAD,,,0.0,ACTIVO
3065,167364,0002585,ESTUCHE FASHION PROTECCION IPHONE 7/8 ROJO,12.05,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),2585,0,,NO,,UNIDAD,,,0.0,ACTIVO
3066,167022,0002584,ESTUCHE FASHION PROTECCION IPHONE 7/8 ROJO,12.05,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),2584,0,,NO,,UNIDAD,,,0.0,ACTIVO
3067,168648,0005612,ESTUCHE FASHION PROTECCION SAM J5 2016 AZUL,13.39,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5612,0,,NO,,UNIDAD,,,0.0,ACTIVO
3068,168649,0005614,ESTUCHE FASHION PROTECCION SAM J5 2016 NEGRO,13.39,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5614,0,,NO,,UNIDAD,,,0.0,ACTIVO
3069,168650,0005412,ESTUCHE FASHION PROTECCION SAM J5 2016 PLOMO,13.39,0,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5412,0,,NO,,UNIDAD,,,0.0,ACTIVO
3070,168651,0005613,ESTUCHE FASHION PROTECCION SAM J5 2016 ROJO,13.39,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5613,0,,NO,,UNIDAD,,,0.0,ACTIVO
3071,168652,0005611,ESTUCHE FASHION PROTECCION SAM J5 2016 VERDE,13.39,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5611,0,,NO,,UNIDAD,,,0.0,ACTIVO
3072,168701,0005661,ESTUCHE FASHION PROTECCION SAM J5 PRO AZUL,13.39,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5661,0,,NO,,UNIDAD,,,0.0,ACTIVO
3073,168702,0005664,ESTUCHE FASHION PROTECCION SAM J5 PRO DORADO,13.39,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5664,0,,NO,,UNIDAD,,,0.0,ACTIVO
3074,168703,0005665,ESTUCHE FASHION PROTECCION SAM J5 PRO NEGRO,13.39,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5665,0,,NO,,UNIDAD,,,0.0,ACTIVO
3075,168704,0005662,ESTUCHE FASHION PROTECCION SAM J5 PRO PLATA,13.39,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5662,0,,NO,,UNIDAD,,,0.0,ACTIVO
3076,168705,0005663,ESTUCHE FASHION PROTECCION SAM J5 PRO ROJO,13.39,1,B. X LEVEL L28,ESTUCHE GENERICOS  (TELEFONOS),5663,0,,NO,,UNIDAD,,,0.0,ACTIVO
